"id","y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
1616,74.24,48.9,-0.96,62.6,14.56,7,17.2,54,8.16,24.26,-1.07,"a5",19.25,"I",17.89,17.7,45.17,"B",50.5
1617,150.72,48.9,-0.83,57.4,22.28,6.25,17.13,62,6.58,35.66,-3.34,"a2",23.59,"E",17.87,17.73,45.15,"C",50.53
1618,122.4,48.9,-0.82,62.2,28.16,6.13,17.1,61,6.82,44.19,-0.6,"a4",24.97,"F",17.81,17.7,45.04,"C",50.55
1619,281.69,48.9,-0.51,62.3,28.34,5.85,17.1,54,6.38,43.37,0.43,"a5",17.02,"D",17.79,17.7,45,"B",50.59
1620,45.08,48.9,-0.98,63.8,10.65,7.16,17.1,57,8.82,17.55,-4.59,"a2",28.68,"F",17.79,17.7,45,"C",50.59
1621,16.73,48.86,0.02,64.3,15,8.97,17.1,60,8.64,26.36,2.19,"a2",20.62,"I",17.79,17.7,45,"B",50.59
1622,49.48,48.86,-0.92,62,12.62,7.16,17.1,53.9,8.55,21.42,-1.12,"a5",19.8,"E",17.79,17.7,45,"B",50.59
1623,284.09,48.84,-0.52,62.1,NA,NA,NA,56,7.15,34.38,2.07,"a5",17.73,"D",NA,17.7,44.99,"B",50.59
1624,312.5,48.79,-0.51,61.7,26.69,5.88,17.1,57,7.57,40.66,0.13,"a5",26.7,"E",17.79,17.7,44.99,"C",50.59
1625,25.69,48.79,-1,63.1,12.99,7.07,17.1,56,8.59,22.84,-2.96,"a3",20.14,"D",17.79,17.7,44.98,"B",50.59
1626,126.9,48.79,-0.77,63.4,15.41,6.31,17.1,57,7.29,24.23,-4.51,"a2",17.29,"E",17.79,17.7,44.94,"B",50.66
1627,109.77,48.79,-0.77,61.8,NA,NA,NA,57,7.76,35.15,-0.09,"a5",19.4,"D",NA,17.72,44.92,"B",50.65
1628,18.13,48.79,-0.5,61.3,8.58,7.93,17.1,58,8.82,14.64,-1.19,"a4",19.66,"G",17.79,17.7,44.9,"B",50.7
1629,241.84,48.79,-0.65,61.7,16.38,5.6,17.1,61,7.74,19.47,-4.17,"a3",16.75,"G",17.79,17.7,44.9,"B",50.7
1630,161.68,48.79,-0.78,61.2,16.71,6.59,17.1,55,7.17,25.78,-3.47,"a3",24.28,"G",17.79,17.7,44.91,"C",50.7
1631,272.48,48.79,-0.63,59.8,20.44,5.33,17.1,61,6.94,30.35,-1.9,"a3",16.86,"G",17.76,17.71,44.92,"B",50.7
1632,298.51,48.79,-0.66,61.5,24.03,5.5,17.1,54,6.83,36.55,-1.62,"a3",24.12,"H",17.77,17.7,44.9,"C",50.73
1633,94.65,48.79,-0.91,62.1,14.56,7.08,17.1,56,8,23.62,-1.15,"a5",26.77,"H",17.76,17.7,44.9,"C",50.74
1634,38.65,48.79,-1,62.1,NA,NA,NA,64,7.28,15.91,-3.96,"a2",16.6,"D",NA,17.7,44.9,"B",50.78
1635,20.08,48.79,-0.75,59.8,18.14,8.2,17.1,63,8.93,31.07,0.37,"a3",30.52,"D",17.72,17.7,44.9,"C",50.78
1636,219.3,48.76,-0.69,60.8,18.51,5.36,17.1,56,6.77,27.77,-0.14,"a5",16.35,"I",17.71,17.7,44.9,"B",50.79
1637,116.08,48.7,-0.81,62.6,17.11,6.84,17.1,55,7.04,27.81,-0.96,"a5",17.25,"F",17.72,17.7,44.9,"B",50.79
1638,55.45,48.76,-0.93,63,10.53,6.55,17.1,60,6.77,16.59,-4.23,"a3",15.55,"E",17.7,17.7,44.89,"B",50.79
1639,46.61,48.73,-1,62.5,11.91,8.24,17.1,59,8.69,20.14,0.33,"a4",28.63,"G",17.7,17.7,44.81,"C",50.79
1640,12.28,48.73,0.02,58.2,22.25,10.01,17.1,62,8.87,36.97,11.25,"a4",30.79,"H",17.71,17.7,44.83,"C",50.78
1641,124.3,48.7,-0.92,63.8,NA,NA,NA,59,6.92,24.3,-4.52,"a2",23.49,"F",NA,17.7,44.84,"C",50.78
1642,205.13,48.7,-0.64,62.4,18.71,6.01,17.1,56,6.71,28.62,-1.03,"a5",16.4,"E",17.7,17.7,44.84,"B",50.79
1643,74.46,48.7,-0.91,62.4,28.79,6.03,17.1,59,7.61,45.29,-0.4,"a4",19.85,"F",17.7,17.7,44.89,"B",50.79
1644,380.23,48.76,-0.51,62.7,39.11,5.35,17.1,55,6.93,57.3,2.12,"a5",18.91,"H",17.7,17.7,44.9,"B",50.79
1645,32.8,48.79,-1,61.1,26.38,7.18,17.1,59,8.3,42.37,-0.29,"a4",21.1,"F",17.7,17.7,44.9,"B",50.83
1646,120.34,48.79,-0.79,60.3,16.41,5.69,17.1,55,7.34,26.42,-0.59,"a5",17.68,"F",17.7,17.7,44.9,"B",50.88
1647,62.27,48.79,-0.85,59.9,11.38,7,17.1,61,6.87,18.21,-1.79,"a5",29.69,"E",17.7,17.67,44.97,"D",50.9
1648,19.89,48.79,-0.21,62.9,23.01,8.67,17.1,58,9.13,37.94,3.69,"a4",31.62,"G",17.7,17.66,45,"C",50.96
1649,15.2,48.79,-0.75,58.6,10.59,8.58,17.1,64,8.64,18.89,-0.35,"a2",19.85,"F",17.69,17.66,44.99,"B",50.96
1650,197.04,48.77,-0.65,62.7,16.04,6.11,17.07,56,6.75,22.43,-2,"a5",22.35,"D",17.66,17.7,44.96,"C",51
1651,234.47,48.83,-0.63,62.2,21.14,5.46,17.07,54.3,7.21,32.58,0.19,"a5",17.78,"G",17.66,17.67,44.96,"B",50.97
1652,238.1,48.79,-0.52,61.1,16.34,5.01,17,55,6.33,19.81,-0.66,"a5",26.69,"F",17.65,17.66,45.05,"D",50.98
1653,253.49,48.79,-0.59,61.2,18.34,5.78,17,56,7.19,26.02,-1.31,"a5",16.8,"E",17.6,17.62,45.01,"B",51.02
1654,100.1,48.86,-0.91,64.4,15.61,6.78,17,58,8.33,25.47,-5.21,"a1",27.96,"E",17.6,17.6,45.09,"C",51.09
1655,19.27,48.9,-0.96,62,11.63,7.79,17,56,7.86,20.64,0.17,"a5",18.47,"G",17.6,17.6,45.1,"B",51.09
1656,49.95,48.9,-1,60.5,16.41,6.06,17,61,8.48,27.97,-3.67,"a2",28.83,"E",17.6,17.6,45.16,"C",51.1
1657,14.63,48.93,0,61.7,13.37,8.8,17,55,8.4,23.77,4.14,"a5",28.3,"G",17.6,17.6,45.2,"C",51.15
1658,85.25,49,-0.96,62.2,10.46,5.78,17,58,8.34,13.19,-3.55,"a4",26.2,"H",17.6,17.62,45.27,"C",51.22
1659,197.82,49,-0.58,62.4,23.92,5.35,17,57,5.92,37.62,1,"a5",15.77,"F",17.6,17.61,45.28,"B",51.22
1660,45.57,49,-1,63.9,NA,NA,NA,56,7.67,25.17,-3.36,"a2",26.14,"H",NA,17.6,45.29,"C",51.24
1661,197.43,49,-0.51,60.7,18.33,5.1,17,58,5.87,28.05,-0.36,"a4",26.41,"G",17.6,17.6,45.29,"D",51.28
1662,315.96,49,-0.44,61.1,22.3,5.7,17,57,6.57,33.1,-2.41,"a3",29.48,"F",17.58,17.6,45.36,"D",51.29
1663,77.04,49.09,-0.93,61,14.01,6.74,17,56,7.61,23.13,-1.41,"a5",18,"I",17.58,17.6,45.4,"B",51.34
1664,28.38,49.09,-0.96,60.5,27.79,8.59,17,57,8.54,44.24,4.73,"a5",21.69,"H",17.55,17.6,45.47,"B",51.4
1665,330.58,49.09,-0.51,62.9,31.98,5.68,17,57,5.91,48.14,-1.04,"a3",16.36,"F",17.56,17.6,45.5,"B",51.4
1666,24.45,49.13,-1,60.5,32.36,6.6,17,56,8.35,50.08,0.69,"a5",21.63,"D",17.54,17.6,45.5,"B",51.44
1667,116.08,49.2,-0.83,61.8,12.95,6.25,17,58,6.51,18.72,-4.24,"a3",14.96,"F",17.52,17.6,45.59,"B",51.5
1668,91.07,49.2,-0.91,62.6,13.87,6.55,17,56,7.48,22.34,-3.63,"a3",25.06,"F",17.54,17.59,45.59,"C",51.52
1669,98.09,49.23,-0.79,61.4,NA,NA,NA,57,7,23.52,-1.51,"a5",16.74,"D",NA,17.59,45.59,"B",51.52
1670,173.46,49.29,-0.75,62.1,14.15,6.27,17,57,8.07,17.3,-2.91,"a5",25.5,"G",17.51,17.58,45.68,"C",51.59
1671,253.81,49.29,-0.58,61.3,17.37,5.43,16.93,59,6.34,22.86,-2.23,"a4",14.55,"H",17.5,17.58,45.7,"B",51.6
1672,273.97,49.4,-0.54,60.2,30.71,4.95,16.89,60,6.27,46.73,1.66,"a4",17.05,"G",17.5,17.58,45.72,"B",51.69
1673,54.38,49.4,-0.99,61.8,20.02,7.53,16.93,56,7.5,33.41,0.66,"a5",33.85,"F",17.5,17.58,45.7,"D",51.69
1674,12.68,49.4,1.31,65.1,13.31,8.97,16.95,56,9.3,23.72,0.95,"a1",31,"J",17.5,17.58,45.7,"C",51.7
1675,230.68,49.4,-0.54,61.7,20.39,4.98,16.89,55,7.18,31.27,1.28,"a5",31.94,"F",17.5,17.59,45.53,"D",51.62
1676,182.98,49.29,-0.68,61.4,29.31,6.25,16.96,56,6.82,45.38,0.33,"a5",18.16,"F",17.5,17.58,45.5,"B",51.59
1677,70.87,49.29,-0.92,61.3,12.76,6.87,16.96,58,6.74,20.84,-2.59,"a4",22.74,"D",17.5,17.55,45.43,"C",51.53
1678,26.69,49.29,-0.94,61.2,15.4,8.36,16.89,59,8.17,26.8,1.56,"a4",19.69,"H",17.5,17.53,45.33,"B",51.5
1679,150.26,49.16,-0.52,62,14.82,5.37,16.89,56,6.75,21.77,-2.73,"a3",8.99,"D",17.49,17.51,45.1,"A",51.37
1680,22.81,49.06,-0.74,62.6,NA,NA,NA,59,8.99,12.28,1.53,"a4",19.61,"J",NA,17.5,44.96,"B",51.21
1681,167.93,49,-0.76,60.2,25.73,6.67,16.89,55,7.03,40.54,-0.02,"a5",25.29,"F",17.48,17.53,44.9,"C",51.16
1682,318.47,48.9,-0.52,63.1,30.56,6.27,16.89,58,7.72,46.25,-1.77,"a3",19.86,"H",17.5,17.51,44.89,"B",51.09
1683,78.34,48.79,-0.94,61.7,20.02,6.54,16.89,55,7.26,33.12,-0.47,"a5",25.56,"G",17.49,17.5,44.77,"C",51.05
1684,231.21,48.7,-0.52,61.1,16.92,5.06,16.89,56,6.63,22.96,-0.17,"a5",28.53,"E",17.39,17.5,44.59,"D",50.91
1685,39.5,48.59,-1,62,11.94,7.93,16.89,57,8.65,20.48,0.43,"a5",28.58,"H",17.39,17.5,44.4,"C",50.73
1686,22.19,48.53,-1,58.9,9.97,8.01,16.89,61,7.33,17.35,-1.62,"a3",9.68,"G",17.39,17.49,44.33,"A",50.69
1687,154.44,48.47,-0.8,63.3,25.03,5.08,16.86,56,7.52,39.66,-0.08,"a3",26.72,"D",17.39,17.46,44.29,"C",50.66
1688,40.18,48.29,-1,62.3,NA,NA,NA,55,8.46,53.19,1,"a5",30.45,"H",NA,17.46,44.23,"C",50.64
1689,216.68,48.29,-0.78,65.5,25.37,6.56,16.79,59,6.57,39.6,-3.19,"a2",23.77,"I",17.39,17.45,44.15,"C",50.54
1690,13.38,48.2,0.02,62.1,9.31,9.25,16.79,66,8.83,16.48,1.61,"a1",28.78,"E",17.39,17.45,44.1,"C",50.51
1691,22.59,48.2,-0.73,60.5,9.55,8.41,16.79,60,8.4,16.46,0.63,"a4",27.43,"I",17.39,17.48,44.05,"C",50.49
1692,335.57,48.16,-0.56,61.5,22.06,4.9,16.79,56,7.38,32.13,1.33,"a5",17.78,"G",17.39,17.45,44,"B",50.44
1693,76.07,47.9,-0.92,61.1,37.02,6.68,16.79,57,7.51,55.68,-0.05,"a4",27.7,"E",17.39,17.39,43.8,"C",50.13
1694,53.15,47.79,-1,69,20.01,6.57,16.79,56,8.65,33.41,-4.4,"a1",29.8,"E",17.38,17.39,43.71,"C",50.01
1695,63.51,47.79,-0.99,62.5,21.09,7.69,16.79,60,8.06,34.86,-1.89,"a2",28.12,"G",17.35,17.39,43.69,"C",50
1696,58.06,47.7,-0.91,62.5,9.01,5.99,16.79,58,6.83,11.59,-5.85,"a2",14.8,"F",17.29,17.39,43.6,"B",49.94
1697,267.02,47.63,-0.52,61.6,NA,NA,NA,56,5.92,27.23,-1.58,"a5",14.39,"F",NA,17.39,43.59,"B",49.9
1698,220.51,47.56,-0.52,63.3,16.94,5.28,16.76,58,6.75,23.72,-2.57,"a3",29.19,"H",17.31,17.39,43.43,"D",49.72
1699,246.91,47.5,-0.66,60.8,21.03,5.94,16.76,59,7.61,32.13,-2.66,"a3",26.1,"D",17.29,17.39,43.34,"C",49.7
1700,103.73,47.29,-0.8,62.3,12.4,5.78,16.76,55,6.94,18.05,-1.82,"a5",15.79,"D",17.29,17.38,43.2,"B",49.5
1701,189.93,47.23,-0.59,61.9,15.55,5.2,16.7,58,6.26,21.35,-1.61,"a4",14.47,"G",17.29,17.36,43.15,"B",49.42
1702,71.71,47.2,-0.86,60.9,13.16,6.87,16.7,60,7.8,21.64,-2.49,"a4",33.82,"E",17.29,17.37,43.09,"D",49.37
1703,45.79,47.13,-1,61.5,27.44,6.55,16.7,59,7.98,43.68,-0.69,"a4",28.5,"H",17.29,17.35,43.05,"C",49.29
1704,253.16,47,-0.66,60.1,24.05,6.67,16.7,61,8.2,37.19,-2.44,"a3",20.18,"F",17.29,17.35,42.9,"B",49.19
1705,14.24,46.93,0.69,60.6,5.45,9.15,16.7,59,9.51,6.41,2.51,"a4",29.27,"H",17.29,17.37,42.88,"C",49.12
1706,298.95,46.86,-0.58,61.3,27.28,4.79,16.79,56,7.16,41.67,2.77,"a5",25.58,"G",17.29,17.39,42.8,"C",49.09
1707,186.22,46.79,-0.75,62.1,25.89,6.63,16.79,55,7.48,40.62,-0.05,"a5",26.62,"G",17.29,17.39,42.77,"C",49.03
1708,31.33,46.7,-0.74,61.7,12.49,8.39,16.79,57,8.92,21.79,2.15,"a5",29.59,"H",17.29,17.39,42.69,"C",48.97
1709,122.03,46.7,-0.78,61.9,17.36,6.54,16.79,55,7.52,28.12,-1.06,"a5",25.75,"F",17.29,17.39,42.55,"C",48.77
1710,231.75,46.59,-0.65,61.5,25.02,6.2,16.79,59,6.74,38.93,-1.18,"a4",30.94,"I",17.37,17.39,42.42,"D",48.67
1711,107.7,46.59,-0.78,61.2,16.73,6.28,16.79,55,6.96,27.32,-1.05,"a5",17.07,"D",17.4,17.45,42.16,"B",48.52
1712,69.08,46.7,-0.91,62.1,NA,NA,NA,53,7.81,15.76,-1.28,"a5",17.4,"G",NA,17.54,42.08,"B",48.34
1713,103.47,46.7,-0.86,59.8,15.58,6.47,16.89,58,7.61,25.32,-2.31,"a4",18.16,"G",17.53,17.6,41.97,"B",48.23
1714,190.48,46.7,-0.64,61.5,21.71,5.32,16.89,55,7.01,34.26,0.78,"a5",17.66,"D",17.57,17.6,41.83,"B",48.1
1715,410.68,46.79,-0.48,60.9,26,5.82,16.89,59,5.82,38.32,-2.21,"a3",15.22,"E",17.66,17.7,41.76,"B",48.01
1716,92.42,46.79,-0.91,63.2,13.98,6.24,16.89,61,8.44,22.52,-3.55,"a3",27.95,"E",17.7,17.7,41.71,"C",47.9
1717,15.51,46.7,-0.74,61.8,25.31,8.39,16.89,56,8.38,41.06,2.76,"a4",21.2,"F",17.86,17.85,41.55,"B",47.76
1718,45.1,46.7,-1,59.3,14.93,7.16,17,61,7.2,25.65,-2.63,"a3",24.78,"G",18.05,18.1,41.4,"C",47.55
1719,48.83,46.7,-0.99,62.4,27.98,7.19,17.1,60,7.77,44.37,-0.18,"a4",27.91,"D",18.1,18.23,41.15,"C",47.22
1720,97.99,46.63,-0.82,61.5,45.41,5.23,17.1,61.9,7.31,65.74,-0.05,"a2",20.2,"E",18.1,18.29,41.03,"B",47.1
1721,122.62,46.7,-0.78,61.4,13.84,6.31,17.1,57,7.21,20.78,-3.98,"a3",23.86,"D",18.18,18.29,40.8,"C",46.87
1722,157.73,46.59,-0.78,61,14.77,5.28,17.1,56,6.72,21.18,-0.66,"a5",22.26,"H",18.35,18.32,40.39,"C",46.47
1723,35.3,46.5,-0.96,63.2,18.58,8.2,17.1,59,8.39,31.52,0.38,"a3",28.91,"G",18.46,18.42,40.2,"C",46.29
1724,347.22,46.66,-0.44,62,29.1,5.75,17.2,59,6.4,43.95,-1.47,"a3",17.01,"F",18.89,18.79,39.79,"B",45.78
1725,48.19,47.13,-0.99,62.5,13.12,6.8,17.23,55,7.34,22.4,-2.34,"a4",24.84,"D",19.08,18.95,39.61,"C",45.58
1726,19.6,47.2,-0.93,61,8.36,7.62,17.23,58,8.41,14.04,-2.08,"a4",18.74,"G",19.1,19.01,39.52,"B",45.47
1727,207.47,47.13,-0.55,61.5,NA,NA,NA,56,7.01,25.55,-0.45,"a5",30.58,"F",NA,19.05,39.44,"D",45.4
1728,68.1,46.56,-0.97,62.1,8.71,7.08,17.29,56,8.01,6.9,-3.86,"a5",24.08,"E",19.11,19.01,39.09,"C",45.1
1729,109.95,46.4,-0.81,62.6,NA,NA,NA,57,6.9,30.11,-0.74,"a5",17.23,"E",NA,18.9,38.98,"B",45.15
1730,75.27,46.33,-0.91,58.6,10.5,6.43,17.23,59,7.89,14.72,-3.69,"a4",25.22,"F",19,18.87,38.9,"C",45.18
1731,50.05,46.2,-1,62.6,11.87,8.17,17.2,60,8.39,19.91,-0.95,"a3",27.68,"H",18.98,18.79,38.99,"C",45.19
1732,291.12,46.16,-0.64,62.2,20.96,4.88,17.2,62,7.81,30.95,-0.63,"a3",26.43,"E",18.89,18.79,39.08,"C",45.2
1733,44.41,46.09,-1,61.6,NA,NA,NA,58,8.29,13.72,-2.94,"a4",26.52,"F",NA,18.78,39.08,"C",45.2
1734,330.58,46.09,-0.51,62.9,23,4.9,17.2,60,5.88,34.16,-0.4,"a3",15.05,"G",18.79,18.7,39,"B",45.22
1735,372.44,46.09,-0.56,62.5,21.18,5.74,17.1,54,6.76,28.52,-1.34,"a5",15.85,"H",18.7,18.7,38.91,"B",45.4
1736,109.95,46.03,-0.8,60.7,17.31,6.84,17.1,58,6.99,28.29,-1.89,"a4",24.22,"D",18.66,18.63,38.9,"C",45.35
1737,65.96,45.73,-1,63.8,10.32,7.31,17.1,57,8.36,15.12,-4.89,"a2",35.14,"E",18.6,18.57,38.9,"D",45.5
1738,73.61,45.66,-1,64.8,23.44,7.44,17.1,55,8.43,38.1,-3.2,"a1",29.45,"H",18.53,18.51,38.9,"C",45.49
1739,330.58,45.59,-0.51,61.6,25.73,5.51,17.1,55,7.1,38.94,0.53,"a5",18,"H",18.5,18.5,38.98,"B",45.46
1740,177.78,45.5,-0.64,61.7,15.55,5.26,17.1,55,6.59,22.18,-0.56,"a5",15.34,"E",18.46,18.49,38.96,"B",45.49
1741,62.56,45.36,-0.99,62.9,9.49,7.13,17.03,56,8.02,12.74,-4.54,"a3",17.35,"J",18.4,18.45,38.91,"B",45.45
1742,115.34,45.23,-0.86,61.8,34.99,6.46,17.03,57,6.97,53.03,-1.24,"a3",18.95,"H",18.35,18.36,38.96,"B",45.4
1743,54.07,45.09,-0.99,63.8,17.96,7.31,17,54,8.16,30.33,-2,"a3",28.07,"F",18.29,18.33,39,"C",45.4
1744,61.92,45.03,-0.96,59.4,12.46,6.05,17,60,7.42,20.61,-2.51,"a4",17.38,"E",18.29,18.3,38.99,"B",45.4
1745,38.96,44.84,-0.99,59.9,11.98,8.67,17,57,8.28,20.58,2.11,"a4",27.49,"D",18.2,18.2,39.05,"C",45.39
1746,72.28,44.76,-0.92,61.6,18,7.13,16.96,55,8.07,30.11,-0.32,"a5",27.74,"D",18.19,18.2,39.09,"C",45.36
1747,88.69,44.7,-0.77,62,35.27,5.11,16.96,55,7.88,53.48,2.73,"a5",20.81,"G",18.14,18.2,39.09,"B",45.4
1748,171.23,44.59,-0.64,61.7,22.16,6.47,16.89,55,6.87,35.23,-0.48,"a5",31.25,"F",18.1,18.13,39.09,"D",45.4
1749,145.24,44.5,-0.82,59,15.22,7.01,16.89,62,7.33,23.05,-3.53,"a3",24.45,"E",18.01,18.1,39.01,"C",45.4
1750,13.43,44.4,-0.5,61.2,25.89,8.6,16.89,62,8.13,41.84,2.65,"a3",20.75,"H",18,18.1,39,"B",45.4
1751,183.99,44.29,-0.66,61.2,NA,NA,NA,56,6.69,32.34,1.81,"a5",16.84,"G",NA,18.01,39,"B",45.34
1752,209.86,44.09,-0.71,62.5,16.7,5.83,16.79,56,7.06,23.63,-1.57,"a5",23.41,"F",17.89,17.99,39,"C",45.33
1753,125.16,44.06,-0.77,62,17.09,5.79,16.79,56,6.2,27.56,-0.63,"a5",15.52,"H",17.89,17.9,39,"B",45.3
1754,26.82,44,-1,61.6,17.35,7.89,16.79,57,8.47,29.81,-0.7,"a3",20.55,"G",17.89,17.91,39,"B",45.33
1755,117.79,43.97,-0.81,60.9,13.48,6.64,16.79,58,6.82,20.12,-3.07,"a4",15.8,"G",17.87,17.89,38.98,"B",45.32
1756,40.82,43.9,-1,59.5,13.74,7.69,16.79,62,8.48,23.73,-1.84,"a3",28.44,"F",17.79,17.89,38.93,"C",45.34
1757,104.06,43.9,-0.91,63.2,18.28,7.43,16.79,55,8.51,30.03,-2.95,"a2",20.46,"J",17.79,17.89,38.99,"B",45.29
1758,97.32,43.9,-0.92,64.8,11.23,6.61,16.79,58,7.86,14.66,-6.88,"a1",24.94,"G",17.79,17.89,38.97,"C",45.29
1759,56.92,43.73,-0.97,61.9,12.9,6.97,16.7,57,7.69,21.68,-1.33,"a5",18.08,"F",17.71,17.79,38.93,"B",45.2
1760,78.34,43.7,-0.9,63.8,11.22,6.28,16.7,53.7,7.37,16.66,-4.34,"a3",16.6,"G",17.7,17.79,38.97,"B",45.2
1761,31.06,43.7,-1,61.7,NA,NA,NA,56,8.17,18.62,-1.55,"a5",18.79,"G",NA,17.79,38.93,"B",45.2
1762,127.06,43.7,-0.76,63,NA,NA,NA,59,7.01,19.46,-3.24,"a4",23.03,"D",NA,17.79,38.91,"C",45.2
1763,205.76,43.63,-0.54,61.5,17.31,5.35,16.7,56,7.31,25.48,-0.38,"a5",17.16,"D",17.7,17.73,38.9,"B",45.19
1764,182.82,43.59,-0.66,61.9,17.56,5.27,16.7,54.2,7.63,26.89,0.1,"a5",33.35,"H",17.7,17.72,38.9,"D",45.19
1765,475.06,43.59,-0.51,61.7,32.84,5.16,16.7,61,5.91,48.45,-0.05,"a3",22.13,"E",17.64,17.7,38.83,"C",45.2
1766,39.23,43.5,-0.96,61.4,NA,NA,NA,57,8.08,17.33,-1.81,"a4",26.47,"I",NA,17.7,38.79,"C",45.2
1767,20.97,43.43,-0.98,59.6,15.93,7.43,16.63,59,8.04,27.73,-1.93,"a3",19.53,"F",17.6,17.7,38.79,"B",45.16
1768,34.46,43.29,-1,61,14.99,6.83,16.6,57,7.84,25.98,-0.89,"a5",26.77,"D",17.52,17.6,38.79,"C",45
1769,352.11,43.2,-0.59,62.1,20.07,5.78,16.53,55,7.37,25.78,-1.81,"a5",16.67,"H",17.49,17.56,38.78,"B",45
1770,109.23,43.2,-0.8,61,12.32,6.25,16.5,59,5.26,17.33,-4.44,"a3",12.27,"E",17.46,17.57,38.78,"B",45
1771,49.5,43.2,-0.93,65.4,NA,NA,NA,53,7.97,28.25,-4.82,"a1",19.36,"D",NA,17.55,38.77,"B",45
1772,209.42,43.16,-0.55,62.4,18.28,5.29,16.5,55,6.57,27.58,0.04,"a5",29.11,"F",17.4,17.54,38.74,"D",45
1773,11.33,43.09,-0.74,62.2,NA,NA,NA,57,8.64,31.65,4.43,"a5",21.08,"E",NA,17.5,38.76,"B",45
1774,27.53,43.09,-0.75,62.2,12.46,8.78,16.5,62,8.48,21.86,2.8,"a4",28.29,"I",17.39,17.5,38.75,"C",45
1775,43.68,43.09,-1,62.7,12.08,7.41,16.5,58,7.93,20.59,-1.79,"a4",26.42,"E",17.39,17.5,38.79,"C",45.03
1776,224.47,43.09,-0.55,62,NA,NA,NA,58,5.71,38.08,-0.31,"a4",9.63,"I",NA,17.48,38.79,"A",45.02
1777,341.88,43.09,-0.51,62.1,21.39,5.16,16.5,55,5.87,30.39,-1.71,"a3",14.49,"G",17.39,17.44,38.79,"B",45.04
1778,48.19,43.09,-0.94,60.6,23.75,5.23,16.5,60,7.68,38.73,0.61,"a4",11.93,"F",17.35,17.46,38.79,"A",45.06
1779,53.02,43.09,-0.99,62.6,20.9,7.41,16.5,57,8.34,34.7,0.53,"a5",28.97,"E",17.33,17.45,38.83,"C",45.06
1780,147.28,43.03,-0.79,60.2,17.57,6.38,16.43,58,6.74,27.9,-3.15,"a3",23.3,"E",17.29,17.39,38.8,"C",45.01
1781,13.4,43.03,0.12,59,10.83,10.04,16.39,64,9.2,19.41,7.93,"a2",30.24,"I",17.29,17.44,38.8,"C",45.04
1782,51.31,43.03,-1,60.1,12.88,8.42,16.39,60,7.55,21.85,1.18,"a4",25.39,"G",17.29,17.41,38.88,"C",45.02
1783,73.37,43,-0.91,62.3,10.55,7.46,16.39,53,6.52,15.09,-1.69,"a5",21.2,"D",17.29,17.39,38.81,"C",45.09
1784,224.72,43.05,-0.64,62.1,17.39,6.04,16.39,53,6.55,24.81,-1.68,"a5",15.45,"D",17.29,17.39,38.89,"B",45.09
1785,183.99,43,-0.66,60.1,15.59,5.62,16.39,61,7.54,21.9,-2.4,"a4",17.16,"G",17.29,17.38,38.9,"B",45.09
1786,79.97,43,-0.95,62.6,NA,NA,NA,55,8.48,29.12,-2.4,"a3",20.38,"I",NA,17.33,38.86,"B",45.09
1787,77.76,43,-0.92,62.1,25.48,7.08,16.39,59,6.76,40.87,0.44,"a5",17.87,"H",17.24,17.35,38.84,"B",45.09
1788,151.86,43.03,-0.75,63,43.92,5.62,16.39,56,7.09,63.85,2.01,"a5",26.75,"E",17.2,17.33,38.79,"C",45.09
1789,56.83,43.03,-0.99,63.1,18.14,6.69,16.39,56,8,30.57,-3.61,"a2",27.61,"F",17.2,17.3,38.79,"C",45.09
1790,30.28,43.09,-1,56.7,14.69,8.05,16.39,61,7.04,25.58,-1.62,"a2",17.3,"E",17.2,17.29,38.79,"B",45.13
1791,22.74,43.09,-0.74,62.6,18.19,8.59,16.36,60,8.79,31.11,2.85,"a4",30.1,"I",17.2,17.29,38.86,"C",45.2
1792,382.41,43.09,-0.52,61.8,27.15,5.4,16.29,59,6.66,40.64,-0.17,"a4",23.85,"G",17.2,17.29,38.89,"C",45.2
1793,48.92,43.09,-0.99,62.1,13.33,7.64,16.29,56,8.7,22.77,-0.09,"a5",28.96,"G",17.2,17.29,38.9,"C",45.26
1794,161.42,43.09,-0.82,58.4,21.92,6.34,16.29,59,7.91,34.98,-2.46,"a3",27.49,"H",17.13,17.26,38.9,"C",45.26
1795,44.07,43.09,-1,64.6,10.05,7.75,16.29,62,7.25,16.21,-4.65,"a1",23.79,"D",17.12,17.2,38.9,"C",45.2
1796,241.55,43.2,-0.54,62.4,18.37,6.07,16.29,54,6.96,26.63,-1.5,"a5",16.49,"F",17.1,17.2,38.91,"B",45.22
1797,269.54,43.2,-0.56,61.3,19.71,6.53,16.29,56,6.81,28.83,-1.47,"a5",16.4,"D",17.1,17.2,38.97,"B",45.27
1798,38.32,43.2,-0.99,61.1,21.44,8.09,16.29,57,8.15,35.61,2.32,"a5",28.49,"H",17.1,17.2,38.98,"C",45.29
1799,158.48,43.23,-0.82,63.8,21.87,6.33,16.29,57,6.69,34.94,-3.45,"a2",23.84,"D",17.1,17.2,39,"C",45.36
1800,422.83,43.29,-0.51,63,21.44,5.7,16.29,53,6.67,25.85,-4.01,"a3",14.94,"I",17.1,17.2,39.03,"B",45.4
